Month,Group ID,Our Transaction IDs,Bank Line IDs,Payment Reference,Cardinality,Our Amount,Bank Amount,Difference,Status,Days Old,Match Method,Comments
May 2026,MAY-G0129,TXNMAY00183,BLMAY00183,PRMAY56278607,"1:1 - one payment, one credit",69696.16,69696.16,0.0,Matched,23,Payment reference match,Bank narration shows reference PRMAY56278607.
May 2026,MAY-G0130,TXNMAY00036,BLMAY00036,PRMAY56843172,"1:1 - one payment, one credit",83560.86,83560.86,0.0,Matched,28,Payment reference match,Bank narration shows reference PRMAY56843172.
May 2026,MAY-G0131,TXNMAY00157,BLMAY00157,PRMAY56892354,"1:1 - one payment, one credit",69169.17,69169.17,0.0,Matched,19,Payment reference match,Bank narration shows reference PRMAY56892354.
May 2026,MAY-G0132,TXNMAY00191,BLMAY00191,PRMAY57183837,"1:1 - one payment, one credit",4263.15,4263.15,0.0,Matched,16,Payment reference match,Bank narration shows reference PRMAY57183837.
May 2026,MAY-G0133,TXNMAY00181,BLMAY00181,PRMAY57354167,"1:1 - one payment, one credit",54320.39,54320.39,0.0,Matched,23,Payment reference match,Bank narration shows reference PRMAY57354167.
May 2026,MAY-G0134,TXNMAY00043,BLMAY00043,PRMAY57469942,"1:1 - one payment, one credit",53298.96,53298.96,0.0,Matched,6,Payment reference match,Bank narration shows reference PRMAY57469942.
May 2026,MAY-G0135,TXNMAY00200,BLMAY00200,PRMAY58438711,"1:1 - one payment, one credit",54473.28,54473.28,0.0,Matched,13,Payment reference match,Bank narration shows reference PRMAY58438711.
May 2026,MAY-G0136,TXNMAY00171,BLMAY00171,PRMAY58895439,"1:1 - one payment, one credit",68430.74,68430.74,0.0,Matched,9,Payment reference match,Bank narration shows reference PRMAY58895439.
May 2026,MAY-G0137,TXNMAY00161,BLMAY00161,PRMAY59491122,"1:1 - one payment, one credit",7520.26,7520.26,0.0,Matched,21,Payment reference match,Bank narration shows reference PRMAY59491122.
May 2026,MAY-G0138,TXNMAY00140,BLMAY00140,PRMAY60237832,"1:1 - one payment, one credit",65326.29,65326.29,0.0,Matched,26,Payment reference match,Bank narration shows reference PRMAY60237832.
May 2026,MAY-G0139,TXNMAY00005,BLMAY00005,PRMAY60992979,"1:1 - one payment, one credit",34263.3,34263.3,0.0,Matched,27,Payment reference match,Bank narration shows reference PRMAY60992979.
May 2026,MAY-G0140,TXNMAY00045,BLMAY00045,PRMAY61343880,"1:1 - one payment, one credit",81601.71,81601.71,0.0,Matched,29,Payment reference match,Bank narration shows reference PRMAY61343880.
May 2026,MAY-G0141,TXNMAY00103,BLMAY00103,PRMAY61484043,"1:1 - one payment, one credit",87597.01,87597.01,0.0,Matched,24,Payment reference match,Bank narration shows reference PRMAY61484043.
May 2026,MAY-G0142,TXNMAY00014,BLMAY00014,PRMAY61642594,"1:1 - one payment, one credit",56710.43,56710.43,0.0,Matched,18,Payment reference match,Bank narration shows reference PRMAY61642594.
May 2026,MAY-G0143,TXNMAY00176,BLMAY00176,PRMAY61830338,"1:1 - one payment, one credit",35772.98,35772.98,0.0,Matched,28,Payment reference match,Bank narration shows reference PRMAY61830338.
May 2026,MAY-G0144,TXNMAY00188,BLMAY00188,PRMAY61894582,"1:1 - one payment, one credit",92510.31,92510.31,0.0,Matched,20,Payment reference match,Bank narration shows reference PRMAY61894582.
May 2026,MAY-G0145,TXNMAY00029,BLMAY00029,PRMAY62401521,"1:1 - one payment, one credit",88037.59,88037.59,0.0,Matched,22,Payment reference match,Bank narration shows reference PRMAY62401521.
May 2026,MAY-G0146,TXNMAY00122,BLMAY00122,PRMAY62958901,"1:1 - one payment, one credit",25307.45,25307.45,0.0,Matched,30,Payment reference match,Bank narration shows reference PRMAY62958901.
May 2026,MAY-G0147,TXNMAY00011,BLMAY00011,PRMAY63100814,"1:1 - one payment, one credit",43726.21,43726.21,0.0,Matched,10,Payment reference match,Bank narration shows reference PRMAY63100814.
May 2026,MAY-G0148,TXNMAY00034,BLMAY00034,PRMAY63121477,"1:1 - one payment, one credit",63892.65,63892.65,0.0,Matched,26,Payment reference match,Bank narration shows reference PRMAY63121477.
May 2026,MAY-G0149,TXNMAY00086,BLMAY00086,PRMAY63782042,"1:1 - one payment, one credit",7269.29,7269.29,0.0,Matched,15,Payment reference match,Bank narration shows reference PRMAY63782042.
May 2026,MAY-G0150,TXNMAY00093,BLMAY00093,PRMAY64023778,"1:1 - one payment, one credit",47669.74,47669.74,0.0,Matched,22,Payment reference match,Bank narration shows reference PRMAY64023778.
May 2026,MAY-G0151,TXNMAY00052,BLMAY00052,PRMAY64502486,"1:1 - one payment, one credit",79245.46,79245.46,0.0,Matched,13,Payment reference match,Bank narration shows reference PRMAY64502486.
May 2026,MAY-G0152,TXNMAY00101,BLMAY00101,PRMAY64759583,"1:1 - one payment, one credit",21540.39,21540.39,0.0,Matched,28,Payment reference match,Bank narration shows reference PRMAY64759583.
May 2026,MAY-G0153,TXNMAY00106,BLMAY00106,PRMAY65133300,"1:1 - one payment, one credit",30397.21,30397.21,0.0,Matched,29,Payment reference match,Bank narration shows reference PRMAY65133300.
May 2026,MAY-G0154,TXNMAY00025,BLMAY00025,PRMAY65177213,"1:1 - one payment, one credit",82098.53,82098.53,0.0,Matched,16,Payment reference match,Bank narration shows reference PRMAY65177213.
May 2026,MAY-G0155,TXNMAY00149,BLMAY00149,PRMAY65590800,"1:1 - one payment, one credit",20675.16,20675.16,0.0,Matched,22,Payment reference match,Bank narration shows reference PRMAY65590800.
May 2026,MAY-G0156,TXNMAY00055,BLMAY00055,PRMAY65625330,"1:1 - one payment, one credit",54794.82,54794.82,0.0,Matched,10,Payment reference match,Bank narration shows reference PRMAY65625330.
May 2026,MAY-G0157,TXNMAY00189,BLMAY00189,PRMAY66975380,"1:1 - one payment, one credit",41050.03,41050.03,0.0,Matched,28,Payment reference match,Bank narration shows reference PRMAY66975380.
May 2026,MAY-G0158,TXNMAY00074,BLMAY00074,PRMAY68450095,"1:1 - one payment, one credit",69777.11,69777.11,0.0,Matched,25,Payment reference match,Bank narration shows reference PRMAY68450095.
May 2026,MAY-G0159,TXNMAY00153,BLMAY00153,PRMAY68548403,"1:1 - one payment, one credit",43811.72,43811.72,0.0,Matched,30,Payment reference match,Bank narration shows reference PRMAY68548403.
May 2026,MAY-G0160,TXNMAY00059,BLMAY00059,PRMAY69038700,"1:1 - one payment, one credit",67858.38,67858.38,0.0,Matched,28,Payment reference match,Bank narration shows reference PRMAY69038700.
May 2026,MAY-G0161,TXNMAY00119,BLMAY00119,PRMAY69166287,"1:1 - one payment, one credit",55164.62,55164.62,0.0,Matched,29,Payment reference match,Bank narration shows reference PRMAY69166287.
May 2026,MAY-G0162,TXNMAY00115,BLMAY00115,PRMAY69287967,"1:1 - one payment, one credit",93830.0,93830.0,0.0,Matched,19,Payment reference match,Bank narration shows reference PRMAY69287967.
May 2026,MAY-G0163,TXNMAY00053,BLMAY00053,PRMAY69295515,"1:1 - one payment, one credit",64265.68,64265.68,0.0,Matched,16,Payment reference match,Bank narration shows reference PRMAY69295515.
May 2026,MAY-G0164,TXNMAY00088,BLMAY00088,PRMAY69421007,"1:1 - one payment, one credit",81750.79,81750.79,0.0,Matched,21,Payment reference match,Bank narration shows reference PRMAY69421007.
May 2026,MAY-G0165,TXNMAY00194,BLMAY00194,PRMAY70387584,"1:1 - one payment, one credit",35498.27,35498.27,0.0,Matched,19,Payment reference match,Bank narration shows reference PRMAY70387584.
May 2026,MAY-G0166,TXNMAY00175,BLMAY00175,PRMAY70549373,"1:1 - one payment, one credit",88412.22,88412.22,0.0,Matched,19,Payment reference match,Bank narration shows reference PRMAY70549373.
May 2026,MAY-G0167,TXNMAY00135,BLMAY00135,PRMAY70667140,"1:1 - one payment, one credit",21241.84,21241.84,0.0,Matched,14,Payment reference match,Bank narration shows reference PRMAY70667140.
May 2026,MAY-G0168,TXNMAY00126,BLMAY00126,PRMAY70887034,"1:1 - one payment, one credit",63778.57,63778.57,0.0,Matched,19,Payment reference match,Bank narration shows reference PRMAY70887034.
May 2026,MAY-G0169,TXNMAY00138,BLMAY00138,PRMAY70896652,"1:1 - one payment, one credit",57614.19,57614.19,0.0,Matched,14,Payment reference match,Bank narration shows reference PRMAY70896652.
May 2026,MAY-G0170,TXNMAY00016,BLMAY00016,PRMAY70897765,"1:1 - one payment, one credit",90624.06,90624.06,0.0,Matched,30,Payment reference match,Bank narration shows reference PRMAY70897765.
May 2026,MAY-G0171,TXNMAY00114,BLMAY00114,PRMAY71894493,"1:1 - one payment, one credit",24314.35,24314.35,0.0,Matched,10,Payment reference match,Bank narration shows reference PRMAY71894493.
May 2026,MAY-G0172,TXNMAY00284,BLMAY00237,PRMAY72059365,"1:1 - one payment, one credit",68780.79,68780.79,0.0,Matched,18,Payment reference match,Bank narration shows reference PRMAY72059365.
May 2026,MAY-G0173,,BLMAY00238,,0:1 - credit with no payment,0.0,68780.79,-68780.79,Exception,17,Payment reference match,Reference PRMAY72059365 was already paid in full. This credit is a repeat.
May 2026,MAY-G0174,TXNMAY00064,BLMAY00064,PRMAY72732043,"1:1 - one payment, one credit",93173.41,93173.41,0.0,Matched,26,Payment reference match,Bank narration shows reference PRMAY72732043.
May 2026,MAY-G0175,TXNMAY00172,BLMAY00172,PRMAY72950208,"1:1 - one payment, one credit",35102.93,35102.93,0.0,Matched,24,Payment reference match,Bank narration shows reference PRMAY72950208.
May 2026,MAY-G0176,TXNMAY00182,BLMAY00182,PRMAY73100462,"1:1 - one payment, one credit",60479.81,60479.81,0.0,Matched,29,Payment reference match,Bank narration shows reference PRMAY73100462.
May 2026,MAY-G0177,TXNMAY00062,BLMAY00062,PRMAY74019136,"1:1 - one payment, one credit",89574.77,89574.77,0.0,Matched,30,Payment reference match,Bank narration shows reference PRMAY74019136.
May 2026,MAY-G0178,TXNMAY00085,BLMAY00085,PRMAY74251933,"1:1 - one payment, one credit",32531.89,32531.89,0.0,Matched,16,Payment reference match,Bank narration shows reference PRMAY74251933.
May 2026,MAY-G0179,TXNMAY00136,BLMAY00136,PRMAY74287863,"1:1 - one payment, one credit",40639.43,40639.43,0.0,Matched,18,Payment reference match,Bank narration shows reference PRMAY74287863.
May 2026,MAY-G0180,TXNMAY00019,BLMAY00019,PRMAY75228535,"1:1 - one payment, one credit",92914.03,92914.03,0.0,Matched,28,Payment reference match,Bank narration shows reference PRMAY75228535.
May 2026,MAY-G0181,TXNMAY00127,BLMAY00127,PRMAY75679047,"1:1 - one payment, one credit",38918.98,38918.98,0.0,Matched,11,Payment reference match,Bank narration shows reference PRMAY75679047.
May 2026,MAY-G0182,TXNMAY00107,BLMAY00107,PRMAY77416376,"1:1 - one payment, one credit",31706.5,31706.5,0.0,Matched,12,Payment reference match,Bank narration shows reference PRMAY77416376.
May 2026,MAY-G0183,TXNMAY00102,BLMAY00102,PRMAY78299645,"1:1 - one payment, one credit",26157.01,26157.01,0.0,Matched,8,Payment reference match,Bank narration shows reference PRMAY78299645.
May 2026,MAY-G0184,TXNMAY00283,BLMAY00235,PRMAY78501420,"1:1 - one payment, one credit",76873.57,76873.57,0.0,Matched,13,Payment reference match,Bank narration shows reference PRMAY78501420.
May 2026,MAY-G0185,,BLMAY00236,,0:1 - credit with no payment,0.0,76873.57,-76873.57,Exception,12,Payment reference match,Reference PRMAY78501420 was already paid in full. This credit is a repeat.
May 2026,MAY-G0186,TXNMAY00021,BLMAY00021,PRMAY79467853,"1:1 - one payment, one credit",11715.15,11715.15,0.0,Matched,16,Payment reference match,Bank narration shows reference PRMAY79467853.
May 2026,MAY-G0187,TXNMAY00164,BLMAY00164,PRMAY80339290,"1:1 - one payment, one credit",58029.06,58029.06,0.0,Matched,14,Payment reference match,Bank narration shows reference PRMAY80339290.
May 2026,MAY-G0188,TXNMAY00134,BLMAY00134,PRMAY80610004,"1:1 - one payment, one credit",70901.78,70901.78,0.0,Matched,27,Payment reference match,Bank narration shows reference PRMAY80610004.
May 2026,MAY-G0189,TXNMAY00020,BLMAY00020,PRMAY80823176,"1:1 - one payment, one credit",40342.32,40342.32,0.0,Matched,11,Payment reference match,Bank narration shows reference PRMAY80823176.
May 2026,MAY-G0190,TXNMAY00047,BLMAY00047,PRMAY81969657,"1:1 - one payment, one credit",89242.72,89242.72,0.0,Matched,20,Payment reference match,Bank narration shows reference PRMAY81969657.
May 2026,MAY-G0191,TXNMAY00006,BLMAY00006,PRMAY81971316,"1:1 - one payment, one credit",92452.72,92452.72,0.0,Matched,27,Payment reference match,Bank narration shows reference PRMAY81971316.
May 2026,MAY-G0192,TXNMAY00067,BLMAY00067,PRMAY82399599,"1:1 - one payment, one credit",94991.27,94991.27,0.0,Matched,29,Payment reference match,Bank narration shows reference PRMAY82399599.
May 2026,MAY-G0193,TXNMAY00061,BLMAY00061,PRMAY82828034,"1:1 - one payment, one credit",39644.61,39644.61,0.0,Matched,16,Payment reference match,Bank narration shows reference PRMAY82828034.
May 2026,MAY-G0194,TXNMAY00002,BLMAY00002,PRMAY83197857,"1:1 - one payment, one credit",56199.17,56199.17,0.0,Matched,28,Payment reference match,Bank narration shows reference PRMAY83197857.
May 2026,MAY-G0195,TXNMAY00184,BLMAY00184,PRMAY83284724,"1:1 - one payment, one credit",77329.97,77329.97,0.0,Matched,20,Payment reference match,Bank narration shows reference PRMAY83284724.
May 2026,MAY-G0196,TXNMAY00058,BLMAY00058,PRMAY83534128,"1:1 - one payment, one credit",85260.47,85260.47,0.0,Matched,16,Payment reference match,Bank narration shows reference PRMAY83534128.
May 2026,MAY-G0197,TXNMAY00097,BLMAY00097,PRMAY83832717,"1:1 - one payment, one credit",43344.75,43344.75,0.0,Matched,29,Payment reference match,Bank narration shows reference PRMAY83832717.
May 2026,MAY-G0198,TXNMAY00080,BLMAY00080,PRMAY84285882,"1:1 - one payment, one credit",32821.01,32821.01,0.0,Matched,14,Payment reference match,Bank narration shows reference PRMAY84285882.
May 2026,MAY-G0199,TXNMAY00003,BLMAY00003,PRMAY85329037,"1:1 - one payment, one credit",68092.86,68092.86,0.0,Matched,24,Payment reference match,Bank narration shows reference PRMAY85329037.
May 2026,MAY-G0200,TXNMAY00196,BLMAY00196,PRMAY85386435,"1:1 - one payment, one credit",25053.34,25053.34,0.0,Matched,27,Payment reference match,Bank narration shows reference PRMAY85386435.
May 2026,MAY-G0201,TXNMAY00069,BLMAY00069,PRMAY85694715,"1:1 - one payment, one credit",44311.97,44311.97,0.0,Matched,24,Payment reference match,Bank narration shows reference PRMAY85694715.
May 2026,MAY-G0202,TXNMAY00072,BLMAY00072,PRMAY85958181,"1:1 - one payment, one credit",33147.56,33147.56,0.0,Matched,29,Payment reference match,Bank narration shows reference PRMAY85958181.
May 2026,MAY-G0203,TXNMAY00162,BLMAY00162,PRMAY86726461,"1:1 - one payment, one credit",18085.69,18085.69,0.0,Matched,10,Payment reference match,Bank narration shows reference PRMAY86726461.
May 2026,MAY-G0204,TXNMAY00297,BLMAY00246,PRMAY87324220,"1:1 - one payment, one credit",36761.11,36440.72,320.39,Partial Match,17,Payment reference match,Bank narration shows reference PRMAY87324220. Bank paid 320.39 less than our books.
May 2026,MAY-G0205,TXNMAY00285,BLMAY00239,PRMAY87619624,"1:1 - one payment, one credit",4541.21,4541.21,0.0,Matched,25,Payment reference match,Bank narration shows reference PRMAY87619624.
May 2026,MAY-G0206,,BLMAY00240,,0:1 - credit with no payment,0.0,4541.21,-4541.21,Exception,24,Payment reference match,Reference PRMAY87619624 was already paid in full. This credit is a repeat.
May 2026,MAY-G0207,TXNMAY00031,BLMAY00031,PRMAY88406989,"1:1 - one payment, one credit",47895.07,47895.07,0.0,Matched,15,Payment reference match,Bank narration shows reference PRMAY88406989.
May 2026,MAY-G0208,TXNMAY00012,BLMAY00012,PRMAY88461803,"1:1 - one payment, one credit",85318.72,85318.72,0.0,Matched,17,Payment reference match,Bank narration shows reference PRMAY88461803.
May 2026,MAY-G0209,TXNMAY00131,BLMAY00131,PRMAY88703005,"1:1 - one payment, one credit",77286.77,77286.77,0.0,Matched,24,Payment reference match,Bank narration shows reference PRMAY88703005.
May 2026,MAY-G0210,TXNMAY00082,BLMAY00082,PRMAY89133014,"1:1 - one payment, one credit",49959.34,49959.34,0.0,Matched,6,Payment reference match,Bank narration shows reference PRMAY89133014.
May 2026,MAY-G0211,TXNMAY00160,BLMAY00160,PRMAY89379016,"1:1 - one payment, one credit",33596.53,33596.53,0.0,Matched,29,Payment reference match,Bank narration shows reference PRMAY89379016.
May 2026,MAY-G0212,TXNMAY00071,BLMAY00071,PRMAY89470029,"1:1 - one payment, one credit",78946.66,78946.66,0.0,Matched,8,Payment reference match,Bank narration shows reference PRMAY89470029.
May 2026,MAY-G0213,TXNMAY00180,BLMAY00180,PRMAY90092958,"1:1 - one payment, one credit",1807.25,1807.25,0.0,Matched,13,Payment reference match,Bank narration shows reference PRMAY90092958.
May 2026,MAY-G0214,TXNMAY00170,BLMAY00170,PRMAY90161060,"1:1 - one payment, one credit",14865.45,14865.45,0.0,Matched,18,Payment reference match,Bank narration shows reference PRMAY90161060.
May 2026,MAY-G0215,TXNMAY00124,BLMAY00124,PRMAY91883846,"1:1 - one payment, one credit",61615.06,61615.06,0.0,Matched,23,Payment reference match,Bank narration shows reference PRMAY91883846.
May 2026,MAY-G0216,TXNMAY00037,BLMAY00037,PRMAY92097999,"1:1 - one payment, one credit",50367.13,50367.13,0.0,Matched,10,Payment reference match,Bank narration shows reference PRMAY92097999.
May 2026,MAY-G0217,TXNMAY00148,BLMAY00148,PRMAY92924837,"1:1 - one payment, one credit",64108.54,64108.54,0.0,Matched,29,Payment reference match,Bank narration shows reference PRMAY92924837.
May 2026,MAY-G0218,TXNMAY00033,BLMAY00033,PRMAY93131979,"1:1 - one payment, one credit",39971.56,39971.56,0.0,Matched,28,Payment reference match,Bank narration shows reference PRMAY93131979.
May 2026,MAY-G0219,TXNMAY00035,BLMAY00035,PRMAY93370583,"1:1 - one payment, one credit",94630.14,94630.14,0.0,Matched,12,Payment reference match,Bank narration shows reference PRMAY93370583.
May 2026,MAY-G0220,TXNMAY00050,BLMAY00050,PRMAY93638503,"1:1 - one payment, one credit",63105.96,63105.96,0.0,Matched,20,Payment reference match,Bank narration shows reference PRMAY93638503.
May 2026,MAY-G0221,TXNMAY00017,BLMAY00017,PRMAY93926371,"1:1 - one payment, one credit",79998.17,79998.17,0.0,Matched,21,Payment reference match,Bank narration shows reference PRMAY93926371.
May 2026,MAY-G0222,TXNMAY00099,BLMAY00099,PRMAY93940940,"1:1 - one payment, one credit",72259.1,72259.1,0.0,Matched,16,Payment reference match,Bank narration shows reference PRMAY93940940.
May 2026,MAY-G0223,TXNMAY00089,BLMAY00089,PRMAY93955206,"1:1 - one payment, one credit",25325.22,25325.22,0.0,Matched,24,Payment reference match,Bank narration shows reference PRMAY93955206.
May 2026,MAY-G0224,TXNMAY00159,BLMAY00159,PRMAY94183695,"1:1 - one payment, one credit",14553.21,14553.21,0.0,Matched,20,Payment reference match,Bank narration shows reference PRMAY94183695.
May 2026,MAY-G0225,TXNMAY00165,BLMAY00165,PRMAY94676162,"1:1 - one payment, one credit",31958.03,31958.03,0.0,Matched,10,Payment reference match,Bank narration shows reference PRMAY94676162.
May 2026,MAY-G0226,TXNMAY00111,BLMAY00111,PRMAY95060193,"1:1 - one payment, one credit",82926.88,82926.88,0.0,Matched,8,Payment reference match,Bank narration shows reference PRMAY95060193.
May 2026,MAY-G0227,TXNMAY00008,BLMAY00008,PRMAY95320121,"1:1 - one payment, one credit",15661.48,15661.48,0.0,Matched,19,Payment reference match,Bank narration shows reference PRMAY95320121.
May 2026,MAY-G0228,TXNMAY00040,BLMAY00040,PRMAY95511909,"1:1 - one payment, one credit",15559.89,15559.89,0.0,Matched,22,Payment reference match,Bank narration shows reference PRMAY95511909.
May 2026,MAY-G0229,TXNMAY00192,BLMAY00192,PRMAY95565484,"1:1 - one payment, one credit",34673.73,34673.73,0.0,Matched,18,Payment reference match,Bank narration shows reference PRMAY95565484.
May 2026,MAY-G0230,TXNMAY00199,BLMAY00199,PRMAY95590648,"1:1 - one payment, one credit",75452.73,75452.73,0.0,Matched,25,Payment reference match,Bank narration shows reference PRMAY95590648.
May 2026,MAY-G0231,TXNMAY00123,BLMAY00123,PRMAY95704631,"1:1 - one payment, one credit",10515.79,10515.79,0.0,Matched,19,Payment reference match,Bank narration shows reference PRMAY95704631.
May 2026,MAY-G0232,TXNMAY00001,BLMAY00001,PRMAY95822412,"1:1 - one payment, one credit",2619.77,2619.77,0.0,Matched,27,Payment reference match,Bank narration shows reference PRMAY95822412.
May 2026,MAY-G0233,TXNMAY00195,BLMAY00195,PRMAY97182566,"1:1 - one payment, one credit",23900.7,23900.7,0.0,Matched,22,Payment reference match,Bank narration shows reference PRMAY97182566.
May 2026,MAY-G0234,TXNMAY00109,BLMAY00109,PRMAY97219599,"1:1 - one payment, one credit",80954.76,80954.76,0.0,Matched,28,Payment reference match,Bank narration shows reference PRMAY97219599.
May 2026,MAY-G0235,TXNMAY00098,BLMAY00098,PRMAY98269682,"1:1 - one payment, one credit",44022.26,44022.26,0.0,Matched,13,Payment reference match,Bank narration shows reference PRMAY98269682.
May 2026,MAY-G0236,TXNMAY00007,BLMAY00007,PRMAY98753260,"1:1 - one payment, one credit",73498.23,73498.23,0.0,Matched,23,Payment reference match,Bank narration shows reference PRMAY98753260.
May 2026,MAY-G0237,TXNMAY00142,BLMAY00142,PRMAY99927658,"1:1 - one payment, one credit",39174.12,39174.12,0.0,Matched,27,Payment reference match,Bank narration shows reference PRMAY99927658.
May 2026,MAY-G0238,"TXNMAY00277,TXNMAY00278,TXNMAY00279,TXNMAY00280,TXNMAY00281",BLMAY00232,"PRMAY25060409,PRMAY80890196,PRMAY83717007,PRMAY89968863,PRMAY99133246","N:1 - many payments, one credit",73185.39,73185.39,0.0,Matched,12,Net settlement sweep,Bank rolled 5 payments for merchant M1010 dated 2026-05-19 into 1 credit(s).
May 2026,MAY-G0239,"TXNMAY00272,TXNMAY00273,TXNMAY00274,TXNMAY00275,TXNMAY00276","BLMAY00230,BLMAY00231","PRMAY25867870,PRMAY49599276,PRMAY50526484,PRMAY58258264,PRMAY64414096","N:M - many payments, many credits",49631.04,49631.04,0.0,Matched,12,Net settlement sweep,Bank rolled 5 payments for merchant M1016 dated 2026-05-19 into 2 credit(s).
May 2026,MAY-G0240,TXNMAY00299,,PRMAY16292676,1:0 - payment with no credit,89465.31,0.0,89465.31,Open,2,No match found,No bank credit found for this payment.
May 2026,MAY-G0241,TXNMAY00300,,PRMAY52779814,1:0 - payment with no credit,38932.56,0.0,38932.56,Open,1,No match found,No bank credit found for this payment.
May 2026,MAY-G0242,TXNMAY00301,,PRMAY34679818,1:0 - payment with no credit,23081.74,0.0,23081.74,Open,1,No match found,No bank credit found for this payment.
May 2026,MAY-G0243,TXNMAY00302,,PRMAY29374563,1:0 - payment with no credit,86921.73,0.0,86921.73,Open,1,No match found,No bank credit found for this payment.
May 2026,MAY-G0244,TXNMAY00303,,PRMAY84797762,1:0 - payment with no credit,37052.7,0.0,37052.7,Open,3,No match found,No bank credit found for this payment.
May 2026,MAY-G0245,TXNMAY00304,,PRMAY54327148,1:0 - payment with no credit,87630.92,0.0,87630.92,Open,4,No match found,No bank credit found for this payment.
May 2026,MAY-G0246,TXNMAY00305,,PRMAY81891784,1:0 - payment with no credit,5133.1,0.0,5133.1,Open,3,No match found,No bank credit found for this payment.
May 2026,MAY-G0247,TXNMAY00306,,PRMAY90922827,1:0 - payment with no credit,83025.54,0.0,83025.54,Open,4,No match found,No bank credit found for this payment.
May 2026,MAY-G0248,TXNMAY00307,,PRMAY85007641,1:0 - payment with no credit,45672.6,0.0,45672.6,Open,3,No match found,No bank credit found for this payment.
May 2026,MAY-G0249,TXNMAY00308,,PRMAY12058055,1:0 - payment with no credit,89045.89,0.0,89045.89,Open,3,No match found,No bank credit found for this payment.
May 2026,MAY-G0250,TXNMAY00309,,PRMAY42560305,1:0 - payment with no credit,37830.89,0.0,37830.89,Open,3,No match found,No bank credit found for this payment.
May 2026,MAY-G0251,TXNMAY00310,,PRMAY53166435,1:0 - payment with no credit,36317.7,0.0,36317.7,Open,2,No match found,No bank credit found for this payment.
May 2026,MAY-G0252,TXNMAY00311,,PRMAY45106207,1:0 - payment with no credit,48839.37,0.0,48839.37,Open,2,No match found,No bank credit found for this payment.
May 2026,MAY-G0253,TXNMAY00312,,PRMAY23234972,1:0 - payment with no credit,72414.34,0.0,72414.34,Open,1,No match found,No bank credit found for this payment.
May 2026,MAY-G0254,TXNMAY00313,,PRMAY59755172,1:0 - payment with no credit,39469.88,0.0,39469.88,Open,2,No match found,No bank credit found for this payment.
May 2026,MAY-G0255,TXNMAY00314,,PRMAY12176998,1:0 - payment with no credit,52676.27,0.0,52676.27,Open,2,No match found,No bank credit found for this payment.
May 2026,MAY-G0256,TXNMAY00315,,PRMAY30456313,1:0 - payment with no credit,31504.74,0.0,31504.74,Open,3,No match found,No bank credit found for this payment.
May 2026,MAY-G0257,TXNMAY00316,,PRMAY42981324,1:0 - payment with no credit,52423.38,0.0,52423.38,Open,1,No match found,No bank credit found for this payment.
May 2026,MAY-G0258,TXNMAY00317,,PRMAY75581613,1:0 - payment with no credit,43913.55,0.0,43913.55,Open,1,No match found,No bank credit found for this payment.
May 2026,MAY-G0259,TXNMAY00318,,PRMAY28784915,1:0 - payment with no credit,17688.53,0.0,17688.53,Open,1,No match found,No bank credit found for this payment.
May 2026,MAY-G0260,TXNMAY00319,,PRMAY14539747,1:0 - payment with no credit,89806.57,0.0,89806.57,Open,4,No match found,No bank credit found for this payment.
May 2026,MAY-G0261,TXNMAY00320,,PRMAY65350347,1:0 - payment with no credit,80081.11,0.0,80081.11,Open,3,No match found,No bank credit found for this payment.
May 2026,MAY-G0262,TXNMAY00321,,PRMAY30270856,1:0 - payment with no credit,20973.69,0.0,20973.69,Open,29,No match found,No bank credit found for this payment.
May 2026,MAY-G0263,TXNMAY00322,,PRMAY18113477,1:0 - payment with no credit,60674.78,0.0,60674.78,Open,20,No match found,No bank credit found for this payment.
May 2026,MAY-G0264,TXNMAY00323,,PRMAY12111482,1:0 - payment with no credit,50677.13,0.0,50677.13,Open,29,No match found,No bank credit found for this payment.
May 2026,MAY-G0265,TXNMAY00324,,PRMAY12244945,1:0 - payment with no credit,68677.76,0.0,68677.76,Open,21,No match found,No bank credit found for this payment.
May 2026,MAY-G0266,TXNMAY00325,,PRMAY77406294,1:0 - payment with no credit,66372.15,0.0,66372.15,Open,16,No match found,No bank credit found for this payment.
May 2026,MAY-G0267,TXNMAY00326,,PRMAY24363501,1:0 - payment with no credit,49935.52,0.0,49935.52,Open,28,No match found,No bank credit found for this payment.
May 2026,MAY-G0268,TXNMAY00327,,PRMAY93185576,1:0 - payment with no credit,24166.62,0.0,24166.62,Open,21,No match found,No bank credit found for this payment.
May 2026,MAY-G0269,TXNMAY00328,,PRMAY63270536,1:0 - payment with no credit,35596.64,0.0,35596.64,Open,28,No match found,No bank credit found for this payment.
May 2026,MAY-G0270,,BLMAY00248,,0:1 - credit with no payment,0.0,23293.95,-23293.95,Exception,8,No match found,This credit does not match any payment in our books.
May 2026,MAY-G0271,,BLMAY00249,,0:1 - credit with no payment,0.0,9109.17,-9109.17,Exception,25,No match found,This credit does not match any payment in our books.
May 2026,MAY-G0272,,BLMAY00250,,0:1 - credit with no payment,0.0,66844.58,-66844.58,Exception,26,No match found,This credit does not match any payment in our books.
May 2026,MAY-G0273,,BLMAY00251,,0:1 - credit with no payment,0.0,92851.94,-92851.94,Exception,8,No match found,This credit does not match any payment in our books.
May 2026,MAY-G0274,,BLMAY00252,,0:1 - credit with no payment,0.0,20281.77,-20281.77,Exception,19,No match found,This credit does not match any payment in our books.
