txn_id,txn_date,channel,merchant_id,txn_type,amount,currency,payment_ref,batch_id,status
TXNJUN00481,2026-06-20,UPI,M1024,SALE,25672.32,INR,PRJUN68749047,,SUCCESS
TXNJUN00521,2026-06-22,IMPS,M1035,SALE,4596.03,INR,PRJUN56150987,BATCHJUN001,SUCCESS
TXNJUN00557,2026-06-09,CARD,M1024,SALE,7838.41,INR,PRJUN39917031,BATCHJUN006,SUCCESS
TXNJUN00530,2026-06-09,NEFT,M1032,SALE,6696.83,INR,PRJUN70484679,BATCHJUN002,SUCCESS
TXNJUN00354,2026-06-23,CARD,M1011,SALE,79829.75,INR,PRJUN65784972,,SUCCESS
TXNJUN00407,2026-06-01,CARD,M1012,SALE,36513.61,INR,PRJUN76588957,,SUCCESS
TXNJUN00442,2026-06-16,CARD,M1003,SALE,54449.20,INR,PRJUN97884113,,SUCCESS
TXNJUN00586,2026-06-20,CARD,M1001,REVERSAL,-24946.99,INR,PRJUN55424358,,SUCCESS
TXNJUN00496,2026-06-07,IMPS,M1022,SALE,43555.11,INR,PRJUN62733674,,SUCCESS
TXNJUN00405,2026-06-19,UPI,M1002,SALE,24773.26,INR,PRJUN88158177,,SUCCESS
TXNJUN00492,2026-06-22,NEFT,M1024,SALE,43475.70,INR,PRJUN97858385,,SUCCESS
TXNJUN00350,2026-06-10,NEFT,M1010,SALE,11330.91,INR,PRJUN42020689,,SUCCESS
TXNJUN00485,2026-06-02,NEFT,M1001,SALE,6251.09,INR,PRJUN69148126,,SUCCESS
TXNJUN00356,2026-06-17,UPI,M1018,SALE,10976.74,INR,PRJUN83782999,,SUCCESS
TXNJUN00606,2026-06-28,NEFT,M1014,SALE,45403.63,INR,PRJUN84430642,,SUCCESS
TXNJUN00334,2026-06-11,IMPS,M1031,SALE,57404.27,INR,PRJUN50323741,,SUCCESS
TXNJUN00445,2026-06-16,UPI,M1015,SALE,81567.75,INR,PRJUN47627490,,SUCCESS
TXNJUN00390,2026-06-03,UPI,M1033,SALE,54403.03,INR,PRJUN46407626,,SUCCESS
TXNJUN00542,2026-06-21,NEFT,M1003,SALE,13251.21,INR,PRJUN29949181,BATCHJUN004,SUCCESS
TXNJUN00551,2026-06-09,UPI,M1024,SALE,8067.82,INR,PRJUN71021210,BATCHJUN006,SUCCESS
TXNJUN00507,2026-06-07,CARD,M1015,SALE,59048.22,INR,PRJUN43734435,,SUCCESS
TXNJUN00500,2026-06-13,NEFT,M1029,SALE,91550.49,INR,PRJUN46721417,,SUCCESS
TXNJUN00357,2026-06-07,UPI,M1016,SALE,94031.25,INR,PRJUN83330295,,SUCCESS
TXNJUN00369,2026-06-14,UPI,M1001,SALE,62357.23,INR,PRJUN41426254,,SUCCESS
TXNJUN00524,2026-06-22,UPI,M1035,SALE,4289.36,INR,PRJUN34341456,BATCHJUN001,SUCCESS
TXNJUN00348,2026-06-07,NEFT,M1032,SALE,43602.90,INR,PRJUN53752954,,SUCCESS
TXNJUN00482,2026-06-15,CARD,M1031,SALE,26006.19,INR,PRJUN63720675,,SUCCESS
TXNJUN00377,2026-06-08,UPI,M1034,SALE,47585.45,INR,PRJUN25132198,,SUCCESS
TXNJUN00578,2026-06-06,CARD,M1031,REFUND,-1796.32,INR,PRJUN15830187,,SUCCESS
TXNJUN00417,2026-06-11,NEFT,M1004,SALE,68179.84,INR,PRJUN27514010,,SUCCESS
TXNJUN00576,2026-06-06,UPI,M1031,SALE,27255.57,INR,PRJUN82381739,,SUCCESS
TXNJUN00495,2026-06-23,CARD,M1007,SALE,70602.91,INR,PRJUN28850770,,SUCCESS
TXNJUN00368,2026-06-12,NEFT,M1011,SALE,23974.38,INR,PRJUN97857309,,SUCCESS
TXNJUN00440,2026-06-23,CARD,M1008,SALE,59284.74,INR,PRJUN11659440,,SUCCESS
TXNJUN00533,2026-06-09,UPI,M1032,SALE,19193.85,INR,PRJUN32634412,BATCHJUN002,SUCCESS
