txn_id,txn_date,channel,merchant_id,txn_type,amount,currency,payment_ref,batch_id,status
TXNMAY00261,2026-05-15,NEFT,M1012,SALE,18604.87,INR,PRMAY54968591,BATCHMAY009,SUCCESS
TXNMAY00157,2026-05-12,IMPS,M1016,SALE,69169.17,INR,PRMAY56892354,,SUCCESS
TXNMAY00297,2026-05-14,NEFT,M1016,SALE,36761.11,INR,PRMAY87324220,,SUCCESS
TXNMAY00302,2026-05-30,CARD,M1027,SALE,86921.73,INR,PRMAY29374563,,SUCCESS
TXNMAY00173,2026-05-02,NEFT,M1036,SALE,61001.71,INR,PRMAY43554863,,SUCCESS
TXNMAY00086,2026-05-16,UPI,M1010,SALE,7269.29,INR,PRMAY63782042,,SUCCESS
TXNMAY00307,2026-05-28,NEFT,M1020,SALE,45672.60,INR,PRMAY85007641,,SUCCESS
TXNMAY00238,2026-05-20,NEFT,M1031,SALE,9463.44,INR,PRMAY81555103,BATCHMAY005,SUCCESS
TXNMAY00147,2026-05-06,NEFT,M1037,SALE,35312.53,INR,PRMAY55754284,,SUCCESS
TXNMAY00309,2026-05-28,IMPS,M1036,SALE,37830.89,INR,PRMAY42560305,,SUCCESS
TXNMAY00041,2026-05-23,UPI,M1024,SALE,85897.23,INR,PRMAY20099059,,SUCCESS
TXNMAY00229,2026-05-22,IMPS,M1009,SALE,12139.74,INR,PRMAY45638891,BATCHMAY003,SUCCESS
TXNMAY00296,2026-05-16,UPI,M1009,SALE,29142.95,INR,PRMAY15937353,,SUCCESS
TXNMAY00262,2026-05-15,CARD,M1012,SALE,9359.81,INR,PRMAY96075494,BATCHMAY009,SUCCESS
TXNMAY00167,2026-05-18,NEFT,M1009,SALE,35940.36,INR,PRMAY51551377,,SUCCESS
TXNMAY00182,2026-05-02,NEFT,M1017,SALE,60479.81,INR,PRMAY73100462,,SUCCESS
TXNMAY00146,2026-05-05,UPI,M1006,SALE,70456.82,INR,PRMAY19339597,,SUCCESS
TXNMAY00090,2026-05-01,CARD,M1019,SALE,38957.04,INR,PRMAY31009452,,SUCCESS
TXNMAY00102,2026-05-23,CARD,M1031,SALE,26157.01,INR,PRMAY78299645,,SUCCESS
TXNMAY00180,2026-05-18,IMPS,M1010,SALE,1807.25,INR,PRMAY90092958,,SUCCESS
TXNMAY00063,2026-05-09,UPI,M1025,SALE,41545.46,INR,PRMAY39450273,,SUCCESS
TXNMAY00211,2026-05-12,CARD,M1002,SALE,1448.83,INR,PRMAY47763008,BATCHMAY001,SUCCESS
TXNMAY00011,2026-05-21,NEFT,M1009,SALE,43726.21,INR,PRMAY63100814,,SUCCESS
TXNMAY00177,2026-05-02,CARD,M1009,SALE,27431.82,INR,PRMAY28468304,,SUCCESS
TXNMAY00132,2026-05-05,IMPS,M1008,SALE,51435.41,INR,PRMAY29419691,,SUCCESS
TXNMAY00279,2026-05-19,UPI,M1010,SALE,23332.07,INR,PRMAY89968863,,SUCCESS
TXNMAY00185,2026-05-23,CARD,M1003,SALE,73794.04,INR,PRMAY18469210,,SUCCESS
TXNMAY00134,2026-05-04,CARD,M1029,SALE,70901.78,INR,PRMAY80610004,,SUCCESS
TXNMAY00172,2026-05-07,CARD,M1030,SALE,35102.93,INR,PRMAY72950208,,SUCCESS
TXNMAY00320,2026-05-28,IMPS,M1005,SALE,80081.11,INR,PRMAY65350347,,SUCCESS
TXNMAY00050,2026-05-11,UPI,M1020,SALE,63105.96,INR,PRMAY93638503,,SUCCESS
TXNMAY00244,2026-05-18,CARD,M1031,SALE,2876.55,INR,PRMAY82905845,BATCHMAY006,SUCCESS
TXNMAY00131,2026-05-07,IMPS,M1022,SALE,77286.77,INR,PRMAY88703005,,SUCCESS
TXNMAY00111,2026-05-23,CARD,M1011,SALE,82926.88,INR,PRMAY95060193,,SUCCESS
TXNMAY00031,2026-05-16,IMPS,M1004,SALE,47895.07,INR,PRMAY88406989,,SUCCESS
TXNMAY00084,2026-05-21,CARD,M1007,SALE,82536.70,INR,PRMAY26948946,,SUCCESS
TXNMAY00051,2026-05-18,CARD,M1025,SALE,12310.52,INR,PRMAY49682169,,SUCCESS
TXNMAY00204,2026-05-07,NEFT,M1037,SALE,53696.05,INR,PRMAY96031876,,SUCCESS
TXNMAY00025,2026-05-15,UPI,M1007,SALE,82098.53,INR,PRMAY65177213,,SUCCESS
TXNMAY00291,2026-05-10,NEFT,M1013,REVERSAL,-10652.97,INR,PRMAY60905625,,SUCCESS
TXNMAY00288,2026-05-03,NEFT,M1030,SALE,30491.00,INR,PRMAY39888974,,SUCCESS
TXNMAY00129,2026-05-04,CARD,M1006,SALE,90168.77,INR,PRMAY35475673,,SUCCESS
TXNMAY00154,2026-05-04,NEFT,M1011,SALE,38626.81,INR,PRMAY48858073,,SUCCESS
TXNMAY00250,2026-05-09,IMPS,M1035,SALE,3176.82,INR,PRMAY92634772,BATCHMAY007,SUCCESS
TXNMAY00162,2026-05-21,CARD,M1033,SALE,18085.69,INR,PRMAY86726461,,SUCCESS
TXNMAY00274,2026-05-19,CARD,M1016,SALE,3739.48,INR,PRMAY25867870,,SUCCESS
TXNMAY00265,2026-05-15,NEFT,M1012,SALE,3668.64,INR,PRMAY71594457,BATCHMAY009,SUCCESS
TXNMAY00069,2026-05-07,NEFT,M1024,SALE,44311.97,INR,PRMAY85694715,,SUCCESS
TXNMAY00328,2026-05-03,CARD,M1030,SALE,35596.64,INR,PRMAY63270536,,SUCCESS
TXNMAY00216,2026-05-20,NEFT,M1005,SALE,8033.80,INR,PRMAY70445541,BATCHMAY002,SUCCESS
TXNMAY00091,2026-05-22,NEFT,M1038,SALE,22366.91,INR,PRMAY19553585,,SUCCESS
TXNMAY00005,2026-05-04,NEFT,M1039,SALE,34263.30,INR,PRMAY60992979,,SUCCESS
TXNMAY00243,2026-05-18,NEFT,M1031,SALE,7301.66,INR,PRMAY46702849,BATCHMAY006,SUCCESS
TXNMAY00077,2026-05-09,NEFT,M1036,SALE,83660.32,INR,PRMAY55679506,,SUCCESS
TXNMAY00075,2026-05-03,CARD,M1016,SALE,26678.45,INR,PRMAY42949803,,SUCCESS
TXNMAY00101,2026-05-03,UPI,M1030,SALE,21540.39,INR,PRMAY64759583,,SUCCESS
TXNMAY00196,2026-05-04,NEFT,M1029,SALE,25053.34,INR,PRMAY85386435,,SUCCESS
TXNMAY00222,2026-05-22,NEFT,M1009,SALE,6895.33,INR,PRMAY92284610,BATCHMAY003,SUCCESS
TXNMAY00285,2026-05-06,NEFT,M1005,SALE,4541.21,INR,PRMAY87619624,,SUCCESS
TXNMAY00121,2026-05-04,UPI,M1010,SALE,44624.40,INR,PRMAY55461591,,SUCCESS
TXNMAY00139,2026-05-15,UPI,M1021,SALE,38029.68,INR,PRMAY55490631,,SUCCESS
TXNMAY00052,2026-05-18,NEFT,M1019,SALE,79245.46,INR,PRMAY64502486,,SUCCESS
TXNMAY00118,2026-05-25,NEFT,M1015,SALE,75942.00,INR,PRMAY48412328,,SUCCESS
TXNMAY00295,2026-05-05,UPI,M1016,REVERSAL,-4934.97,INR,PRMAY37659807,,SUCCESS
TXNMAY00068,2026-05-07,IMPS,M1016,SALE,79766.93,INR,PRMAY43189803,,SUCCESS
TXNMAY00293,2026-05-04,UPI,M1016,REVERSAL,-32569.65,INR,PRMAY25145751,,SUCCESS
TXNMAY00093,2026-05-09,CARD,M1029,SALE,47669.74,INR,PRMAY64023778,,SUCCESS
TXNMAY00231,2026-05-21,UPI,M1011,SALE,3381.63,INR,PRMAY42507072,BATCHMAY004,SUCCESS
TXNMAY00144,2026-05-25,IMPS,M1028,SALE,26644.34,INR,PRMAY25419645,,SUCCESS
TXNMAY00206,2026-05-04,CARD,M1014,SALE,52646.44,INR,PRMAY70873663,,SUCCESS
TXNMAY00187,2026-05-21,UPI,M1024,SALE,31699.86,INR,PRMAY16416148,,SUCCESS
TXNMAY00191,2026-05-15,NEFT,M1040,SALE,4263.15,INR,PRMAY57183837,,SUCCESS
TXNMAY00215,2026-05-12,UPI,M1002,SALE,15395.21,INR,PRMAY59115280,BATCHMAY001,SUCCESS
TXNMAY00108,2026-05-24,IMPS,M1005,SALE,13908.73,INR,PRMAY12059919,,SUCCESS
TXNMAY00218,2026-05-20,CARD,M1005,SALE,3008.94,INR,PRMAY22976369,BATCHMAY002,SUCCESS
TXNMAY00256,2026-05-20,UPI,M1027,SALE,6065.60,INR,PRMAY17940667,BATCHMAY008,SUCCESS
